YEAR,MO,DY,HR,UV,Tem,Hum
2018,1,30,2,0,24.01,95.81
2018,1,30,3,0,23.83,96.25
2018,1,30,4,0,23.73,95.81
2018,1,30,5,0,23.54,96.06
2018,1,30,6,0.02,23.99,93
2018,1,30,7,0.45,26.08,79.94
2018,1,30,8,2.05,28.58,66.19
2018,1,30,9,4.62,30.63,57.94
2018,1,30,10,7.17,32.15,52.5
2018,1,30,11,8.77,33.31,48.62
2018,1,30,12,8.38,34.09,46.06
2018,1,30,13,7.7,34.35,44.88
2018,1,30,14,5.38,34,45.44
2018,1,30,15,2.6,32.88,48.25
2018,1,30,16,0.65,31.44,53.25
2018,1,30,17,0.02,29.41,62.69
2018,1,30,18,0,28.06,69
2018,1,30,19,0,27.05,75.69
2018,1,30,20,0,26.3,80.56
2018,1,30,21,0,25.75,84
2018,1,30,22,0,25.19,87.88
2018,1,30,23,0,24.82,90.44
2018,1,31,0,0,24.74,90.12
2018,1,31,1,0,24.64,89.69
2018,1,31,2,0,24.3,91.19
2018,1,31,3,0,23.95,92.44
2018,1,31,4,0,23.77,92.69
2018,1,31,5,0,23.65,92.44
2018,1,31,6,0.02,24.29,89.5
2018,1,31,7,0.45,26.55,77.19
2018,1,31,8,2.08,28.9,65.5
2018,1,31,9,4.8,31.01,57.12
2018,1,31,10,6.95,32.65,51.44
2018,1,31,11,7.7,33.82,47.75
2018,1,31,12,8.05,34.5,45.44
2018,1,31,13,7.02,34.67,44.31
2018,1,31,14,5.05,34.05,45.19
2018,1,31,15,2.38,33.19,47.25
2018,1,31,16,0.67,31.84,52.19
2018,1,31,17,0.02,29.74,60.81
2018,1,31,18,0,28.26,67.06
2018,1,31,19,0,27.12,73.69
2018,1,31,20,0,26.37,78.19
2018,1,31,21,0,25.88,81.81
2018,1,31,22,0,25.58,84.81
2018,1,31,23,0,25.32,86.56
2018,2,1,0,0,25.07,86.88
2018,2,1,1,0,24.83,85.75
2018,2,1,2,0,24.58,84.75
2018,2,1,3,0,24.31,84.12
2018,2,1,4,0,23.99,83.69
2018,2,1,5,0,23.66,83.25
2018,2,1,6,0.02,24.16,79.31
2018,2,1,7,0.4,26.33,64.69
2018,2,1,8,1.92,28.65,55.38
2018,2,1,9,4.83,31.15,47.94
2018,2,1,10,7.5,32.94,43.62
2018,2,1,11,8.55,34.16,40.94
2018,2,1,12,8.33,34.95,39.19
2018,2,1,13,8,35.25,38.44
2018,2,1,14,4.92,34.98,38.94
2018,2,1,15,2.48,34.23,40.5
2018,2,1,16,0.67,32.51,45.94
2018,2,1,17,0.02,29.87,56.44
2018,2,1,18,0,27.8,63.81
2018,2,1,19,0,26.46,70.44
2018,2,1,20,0,25.72,74.25
2018,2,1,21,0,25.23,76.94
2018,2,1,22,0,24.86,79.06
2018,2,1,23,0,24.44,81.38
2018,2,2,0,0,23.9,84
2018,2,2,1,0,23.49,85.88
2018,2,2,2,0,23.18,86.94
2018,2,2,3,0,23.05,86.81
2018,2,2,4,0,22.95,86.5
2018,2,2,5,0,22.88,86.12
2018,2,2,6,0.02,23.37,84.31
2018,2,2,7,0.42,25.74,73.12
2018,2,2,8,1.9,28.31,57.94
2018,2,2,9,4.42,30.42,51.5
2018,2,2,10,7,32.17,47
2018,2,2,11,8.05,33.5,43.62
2018,2,2,12,8.3,34.43,40.94
2018,2,2,13,7.2,34.74,39.38
2018,2,2,14,4.95,34.55,39.12
2018,2,2,15,2.45,33.88,40.38
2018,2,2,16,0.73,32.47,45.38
2018,2,2,17,0.02,30.01,58.5
2018,2,2,18,0,28.31,63.38
2018,2,2,19,0,27.15,67.88
2018,2,2,20,0,26.27,73.56
2018,2,2,21,0,25.73,76.94
2018,2,2,22,0,25.41,78
2018,2,2,23,0,25.04,79.38
2018,2,3,0,0,24.65,78.19
2018,2,3,1,0,24.15,77
2018,2,3,2,0,23.4,77
2018,2,3,3,0,22.54,77.56
2018,2,3,4,0,21.76,78.69
2018,2,3,5,0,21.08,80.12
2018,2,3,6,0.02,21.55,75.75
2018,2,3,7,0.48,23.83,62.5
2018,2,3,8,2.27,26.41,53.12
2018,2,3,9,5.2,29.06,45.81
2018,2,3,10,8.17,31.33,40.31
2018,2,3,11,9.65,33.03,35.88
2018,2,3,12,9.62,34.21,32.5
2018,2,3,13,8,34.83,30.62
2018,2,3,14,5.7,34.91,29.88
2018,2,3,15,2.73,34.4,30.25
2018,2,3,16,0.77,33.03,34.12
2018,2,3,17,0.05,29.72,52
2018,2,3,18,0,27.74,58.31
2018,2,3,19,0,26.52,63.25
2018,2,3,20,0,25.33,67.81
2018,2,3,21,0,24.32,71.12
2018,2,3,22,0,23.47,73.12
2018,2,3,23,0,22.64,74.31
2018,2,4,0,0,21.81,75.62
2018,2,4,1,0,21.01,77.31
2018,2,4,2,0,20.26,78.81
2018,2,4,3,0,19.64,79.5
2018,2,4,4,0,19.17,80.12
2018,2,4,5,0,18.98,79.38
2018,2,4,6,0.02,19.61,76.25
2018,2,4,7,0.48,22.23,61.25
2018,2,4,8,2.3,24.91,52.06
2018,2,4,9,5.15,27.76,44.5
2018,2,4,10,8.23,30.63,37.06
2018,2,4,11,9.33,32.15,33.31
2018,2,4,12,9.33,33.08,30.75
2018,2,4,13,7.5,33.52,29.12
2018,2,4,14,5.8,33.51,28.31
2018,2,4,15,2.85,32.98,28.56
2018,2,4,16,0.75,31.65,31.94
2018,2,4,17,0.05,27.84,50.38
2018,2,4,18,0,25.78,57.25
2018,2,4,19,0,24.94,61.38
2018,2,4,20,0,24.1,65.12
2018,2,4,21,0,23.26,68.38
2018,2,4,22,0,22.4,71.06
2018,2,4,23,0,21.56,73.06
2018,2,5,0,0,20.7,75.25
2018,2,5,1,0,19.9,77
2018,2,5,2,0,19.2,78.69
2018,2,5,3,0,18.55,80.56
2018,2,5,4,0,18.01,82.31
2018,2,5,5,0,17.62,83.31
2018,2,5,6,0.02,18.47,79.5
2018,2,5,7,0.5,21.54,64.5
2018,2,5,8,2.38,24.62,54.56
2018,2,5,9,5.38,27.55,46
2018,2,5,10,8.58,30.02,38.62
2018,2,5,11,10.08,31.58,34.56
2018,2,5,12,10.35,32.62,32
2018,2,5,13,8.9,33.17,30.56
2018,2,5,14,5.9,33.19,30.19
2018,2,5,15,2.77,32.72,30.81
2018,2,5,16,0.77,31.44,34.19
2018,2,5,17,0.02,28.67,52.25
2018,2,5,18,0,27.12,57.31
2018,2,5,19,0,25.52,62.62
2018,2,5,20,0,24.17,65.81
2018,2,5,21,0,23.15,69.12
2018,2,5,22,0,22.22,71.5
2018,2,5,23,0,21.3,73.5
2018,2,6,0,0,20.38,75.5
2018,2,6,1,0,19.55,77.19
2018,2,6,2,0,18.8,78.56
2018,2,6,3,0,18.1,79.94
2018,2,6,4,0,17.48,81.25
2018,2,6,5,0,16.96,82.31
2018,2,6,6,0.02,17.67,77.75
2018,2,6,7,0.48,20.39,62.56
2018,2,6,8,2.25,23.39,50.62
2018,2,6,9,5.08,26.6,40.06
2018,2,6,10,8.02,28.8,35.06
2018,2,6,11,9.6,30.2,32.56
2018,2,6,12,9.85,31.13,30.88
2018,2,6,13,8.6,31.56,29.94
2018,2,6,14,5.8,31.53,29.75
2018,2,6,15,2.88,31.04,30.31
2018,2,6,16,0.77,29.85,32.94
2018,2,6,17,0.05,26.55,52.69
2018,2,6,18,0,24.73,57
2018,2,6,19,0,23.44,62.75
2018,2,6,20,0,22.27,68.62
2018,2,6,21,0,21.41,73.44
2018,2,6,22,0,20.79,78
2018,2,6,23,0,20.18,82.56
2018,2,7,0,0,19.56,87.19
2018,2,7,1,0,19.1,90.56
2018,2,7,2,0,18.73,93.06
2018,2,7,3,0,18.65,93.81
2018,2,7,4,0,18.65,93.56
2018,2,7,5,0,18.23,95.31
2018,2,7,6,0.02,18.66,92.5
2018,2,7,7,0.48,21.8,72.44
2018,2,7,8,2.23,25.21,54.44
2018,2,7,9,4.9,27.48,46.25
2018,2,7,10,6.95,29.08,41.31
2018,2,7,11,7.8,30.44,37.25
2018,2,7,12,8.23,31.45,34.12
2018,2,7,13,6.9,31.98,31.81
2018,2,7,14,4.92,32.05,30.62
2018,2,7,15,2.45,31.53,30.88
2018,2,7,16,0.7,30.24,34.75
2018,2,7,17,0.02,27.09,52.06
2018,2,7,18,0,24.3,61.62
2018,2,7,19,0,23.35,65.12
2018,2,7,20,0,22.2,72.81
2018,2,7,21,0,21.26,79
2018,2,7,22,0,20.74,82.56
2018,2,7,23,0,20.33,85.12
2018,2,8,0,0,19.9,87.38
2018,2,8,1,0,19.52,89.25
2018,2,8,2,0,19.22,90.81
2018,2,8,3,0,18.96,92.06
2018,2,8,4,0,18.7,93.19
2018,2,8,5,0,18.36,94.44
2018,2,8,6,0.02,19.24,89.31
2018,2,8,7,0.45,22.32,69.81
2018,2,8,8,2.12,25.52,54.31
2018,2,8,9,4.88,27.98,46.06
2018,2,8,10,7.77,29.7,40.94
2018,2,8,11,8.52,31.12,36.94
2018,2,8,12,8.15,32.12,34
2018,2,8,13,7.12,32.66,32
2018,2,8,14,5,32.58,31.38
2018,2,8,15,2.48,31.85,32.06
2018,2,8,16,0.7,30.27,36.88
2018,2,8,17,0.02,27.14,50.06
2018,2,8,18,0,24.75,60
2018,2,8,19,0,23.34,69.44
2018,2,8,20,0,22.56,76.31
2018,2,8,21,0,22.01,81.25
2018,2,8,22,0,21.57,84.69
2018,2,8,23,0,21.09,87.75
2018,2,9,0,0,20.59,90.5
2018,2,9,1,0,20.15,92.56
2018,2,9,2,0,19.73,94.31
2018,2,9,3,0,19.33,96.06
2018,2,9,4,0,18.96,97.75
2018,2,9,5,0,18.69,99.06
2018,2,9,6,0.02,19.66,93.5
2018,2,9,7,0.48,22.73,74.19
2018,2,9,8,2.23,26.12,56.75
2018,2,9,9,5.05,28.76,47.5
2018,2,9,10,8.08,30.62,42
2018,2,9,11,8.77,32.09,38.06
2018,2,9,12,8.73,33.1,35.31
2018,2,9,13,6.73,33.59,33.69
2018,2,9,14,5,33.57,33.12
2018,2,9,15,2.4,32.99,33.62
2018,2,9,16,0.67,31.73,37.44
2018,2,9,17,0.02,28.76,56
2018,2,9,18,0,26.08,61.88
2018,2,9,19,0,24.66,67.81
2018,2,9,20,0,23.29,77.19
2018,2,9,21,0,22.37,84.19
2018,2,9,22,0,21.83,87.75
2018,2,9,23,0,21.5,89.44
2018,2,10,0,0,21.13,91.19
2018,2,10,1,0,20.73,92.94
2018,2,10,2,0,20.4,94.25
2018,2,10,3,0,20.12,95.44
2018,2,10,4,0,19.85,96.81
2018,2,10,5,0,19.62,98.25
2018,2,10,6,0.02,20.62,93.38
2018,2,10,7,0.42,23.44,76.94
2018,2,10,8,2,26.12,63.25
2018,2,10,9,4.52,29.05,50.06
2018,2,10,10,6.85,31,43.31
2018,2,10,11,7.3,32.47,38.75
2018,2,10,12,7.88,33.58,35.5
2018,2,10,13,6.67,34.19,33.31
2018,2,10,14,4.6,34.32,32.19
2018,2,10,15,2.25,33.83,32.56
2018,2,10,16,0.65,32.55,36.31
2018,2,10,17,0.02,30.01,50.38
2018,2,10,18,0,27.58,58.75
2018,2,10,19,0,25.73,65.69
2018,2,10,20,0,24.37,72.56
2018,2,10,21,0,23.16,80.88
2018,2,10,22,0,22.5,86.06
2018,2,10,23,0,21.99,89.44
2018,2,11,0,0,21.57,91.94
2018,2,11,1,0,21.14,94.31
2018,2,11,2,0,20.71,96.44
2018,2,11,3,0,20.33,98.38
2018,2,11,4,0,20.08,99.69
2018,2,11,5,0,19.94,100
2018,2,11,6,0.02,21.04,93.94
2018,2,11,7,0.42,23.9,78.06
2018,2,11,8,1.98,27.08,62.06
2018,2,11,9,4.62,29.7,51.69
2018,2,11,10,6.77,31.56,45.56
2018,2,11,11,7.98,33.18,40.06
2018,2,11,12,8.05,34.39,35.75
2018,2,11,13,7.52,35.05,32.75
2018,2,11,14,5.23,35.24,30.88
2018,2,11,15,2.5,34.57,30.81
2018,2,11,16,0.7,33.37,34.19
2018,2,11,17,0.02,30.29,51.5
2018,2,11,18,0,27.32,61.94
2018,2,11,19,0,25.98,67.62
2018,2,11,20,0,25,73.31
2018,2,11,21,0,24.23,78.69
2018,2,11,22,0,24.23,77.12
2018,2,11,23,0,23.55,79
2018,2,12,0,0,22.62,81.38
2018,2,12,1,0,21.93,81.5
2018,2,12,2,0,21.38,81.44
2018,2,12,3,0,20.87,81.75
2018,2,12,4,0,20.38,82.94
2018,2,12,5,0,19.93,84.62
2018,2,12,6,0.02,21.06,79.38
2018,2,12,7,0.52,24.48,62.69
2018,2,12,8,2.48,27.57,51.44
2018,2,12,9,5.58,30.09,43.81
2018,2,12,10,8.9,32.2,38.38
2018,2,12,11,11.3,33.83,34.44
2018,2,12,12,11.55,35.02,31.75
2018,2,12,13,9.48,35.66,30.25
2018,2,12,14,6.4,35.76,29.88
2018,2,12,15,2.98,34.93,31.06
2018,2,12,16,0.85,33.7,34.44
2018,2,12,17,0.05,31.51,46.44
2018,2,12,18,0,29.49,56.12
2018,2,12,19,0,28.03,63.25
2018,2,12,20,0,26.4,66.75
2018,2,12,21,0,25.36,66.44
2018,2,12,22,0,24.47,67.12
2018,2,12,23,0,23.51,69.38
2018,2,13,0,0,22.55,72.56
2018,2,13,1,0,21.73,75.25
2018,2,13,2,0,21.09,76.81
2018,2,13,3,0,20.62,77.56
2018,2,13,4,0,20.37,77.12
2018,2,13,5,0,20.12,77.44
2018,2,13,6,0.02,20.92,73.88
2018,2,13,7,0.5,23.71,58.75
2018,2,13,8,2.35,26.58,48.81
2018,2,13,9,5.62,29.23,41.69
2018,2,13,10,8.38,31.98,35.56
2018,2,13,11,9.55,33.73,32.44
2018,2,13,12,10.15,34.8,30.5
2018,2,13,13,8.73,35.3,29.69
2018,2,13,14,6.05,35.3,29.69
2018,2,13,15,2.77,34.76,30.56
2018,2,13,16,0.83,33.33,33.5
2018,2,13,17,0.05,30.4,48.38
2018,2,13,18,0,28.53,51.94
2018,2,13,19,0,27.18,57.38
2018,2,13,20,0,25.96,64.44
2018,2,13,21,0,24.86,71.19
2018,2,13,22,0,24.03,76.62
2018,2,13,23,0,23.47,80.12
2018,2,14,0,0,23.01,82.75
2018,2,14,1,0,22.62,84.56
2018,2,14,2,0,22.33,85.38
2018,2,14,3,0,22.05,85.56
2018,2,14,4,0,21.79,85.56
2018,2,14,5,0,21.55,85.38
2018,2,14,6,0.02,22.2,80.25
2018,2,14,7,0.5,24.58,67.44
2018,2,14,8,2.4,27.51,55
2018,2,14,9,5.45,30.39,45
2018,2,14,10,8.6,32.69,37.88
2018,2,14,11,10,34.26,33.81
2018,2,14,12,10.5,35.32,31.31
2018,2,14,13,8.75,35.84,29.88
2018,2,14,14,5.92,35.8,29.44
2018,2,14,15,2.92,35.17,30
2018,2,14,16,0.85,33.75,33
2018,2,14,17,0.05,30.11,47.75
2018,2,14,18,0,27.65,55.19
2018,2,14,19,0,25.6,66.56
2018,2,14,20,0,24.4,75.38
2018,2,14,21,0,23.64,81.06
2018,2,14,22,0,23.09,84.56
2018,2,14,23,0,22.61,87.44
2018,2,15,0,0,22.19,89.81
2018,2,15,1,0,21.83,91.75
2018,2,15,2,0,21.52,93.75
2018,2,15,3,0,21.2,95.88
2018,2,15,4,0,20.87,98.25
2018,2,15,5,0,20.64,99.81
2018,2,15,6,0.02,21.63,94.38
2018,2,15,7,0.48,24.3,79
2018,2,15,8,2.17,27.9,58.31
2018,2,15,9,4.73,31.19,43.81
2018,2,15,10,6.95,33.33,37
2018,2,15,11,7.83,34.82,33.06
2018,2,15,12,8.33,35.86,30.38
2018,2,15,13,7.25,36.3,28.69
2018,2,15,14,4.88,36.23,27.94
2018,2,15,15,2.3,35.76,28.12
2018,2,15,16,0.67,34.44,31.25
2018,2,15,17,0.02,30.9,49.88
2018,2,15,18,0,28.42,56.56
2018,2,15,19,0,26.98,61.88
2018,2,15,20,0,25.76,70.31
2018,2,15,21,0,24.47,80.69
2018,2,15,22,0,23.82,86.69
2018,2,15,23,0,23.35,90.31
2018,2,16,0,0,23.1,91.69
2018,2,16,1,0,22.93,92
2018,2,16,2,0,22.77,92.38
2018,2,16,3,0,22.58,93.25
2018,2,16,4,0,22.31,94.69
2018,2,16,5,0,21.9,96.81
2018,2,16,6,0.02,22.68,92.25
2018,2,16,7,0.48,24.97,77.12
2018,2,16,8,1.95,27.68,62.12
2018,2,16,9,4.4,30.13,52.94
2018,2,16,10,6.6,32.16,46.06
2018,2,16,11,7.52,34.13,40.12
2018,2,16,12,8.05,35.58,36
2018,2,16,13,6.5,36.4,33.69
2018,2,16,14,4.52,36.51,32.94
2018,2,16,15,2.33,35.93,33.5
2018,2,16,16,0.67,34.83,35.94
2018,2,16,17,0.02,32.15,51.62
2018,2,16,18,0,29.87,56.12
2018,2,16,19,0,27.98,61.69
2018,2,16,20,0,26.02,72.12
2018,2,16,21,0,24.84,79.5
2018,2,16,22,0,24.19,83.56
2018,2,16,23,0,23.81,85.5
2018,2,17,0,0,23.47,87.75
2018,2,17,1,0,23.15,90
2018,2,17,2,0,22.84,91.88
2018,2,17,3,0,22.58,93.38
2018,2,17,4,0,22.33,94.69
2018,2,17,5,0,22.08,96.12
2018,2,17,6,0.02,22.96,91.25
2018,2,17,7,0.48,25.41,76.62
2018,2,17,8,2.05,28.19,63.31
2018,2,17,9,4.8,30.88,53.31
2018,2,17,10,7.15,33.08,45.88
2018,2,17,11,9,34.89,39.44
2018,2,17,12,9.5,36.15,34.88
2018,2,17,13,8.48,36.78,32.31
2018,2,17,14,6.05,36.78,31.38
2018,2,17,15,3.17,35.98,32.25
2018,2,17,16,0.95,34.15,36.19
2018,2,17,17,0.05,31.54,45
2018,2,17,18,0,29.08,55.75
2018,2,17,19,0,27.08,68.12
2018,2,17,20,0,25.86,77.69
2018,2,17,21,0,25.23,83.25
2018,2,17,22,0,24.91,86.25
2018,2,17,23,0,24.71,88.12
2018,2,18,0,0,24.48,89.94
2018,2,18,1,0,24.26,91.75
2018,2,18,2,0,24.03,92.81
2018,2,18,3,0,23.93,92.62
2018,2,18,4,0,23.87,92.06
2018,2,18,5,0,23.81,91.44
2018,2,18,6,0.02,24.51,86.69
2018,2,18,7,0.55,26.89,72.62
2018,2,18,8,2.25,29.56,59.19
2018,2,18,9,4.9,31.8,51.12
2018,2,18,10,6.4,33.09,47.25
2018,2,18,11,8.42,33.89,45.12
2018,2,18,12,8.02,34.43,43.81
2018,2,18,13,6.08,34.73,42.94
2018,2,18,14,5.48,34.62,43.12
2018,2,18,15,2.83,33.63,45.75
2018,2,18,16,0.8,32.18,50.06
2018,2,18,17,0.05,30.23,56.88
2018,2,18,18,0,28.53,64.38
2018,2,18,19,0,27.44,70.12
2018,2,18,20,0,26.69,74.5
2018,2,18,21,0,26.16,77.44
2018,2,18,22,0,25.7,79.88
2018,2,18,23,0,25.24,82.38
2018,2,19,0,0,24.81,84.62
2018,2,19,1,0,24.36,86.62
2018,2,19,2,0,24.11,87.31
2018,2,19,3,0,23.84,87.88
2018,2,19,4,0,23.61,88.44
2018,2,19,5,0,23.36,89.31
2018,2,19,6,0.02,24.12,85
2018,2,19,7,0.6,27,69.12
2018,2,19,8,2.67,30.02,54.81
2018,2,19,9,5.9,32.58,45.19
2018,2,19,10,9.12,34.55,38.88
2018,2,19,11,10.75,35.55,35.5
2018,2,19,12,11.67,36.22,33.25
2018,2,19,13,9.58,36.69,31.69
2018,2,19,14,6.8,36.47,31.56
2018,2,19,15,3.52,35.48,33.19
2018,2,19,16,1.02,33.81,36.88
2018,2,19,17,0.05,31.2,44.56
2018,2,19,18,0,28.49,55.62
2018,2,19,19,0,26.58,66.94
2018,2,19,20,0,25.63,74.56
2018,2,19,21,0,25.21,78.25
2018,2,19,22,0,24.91,79.88
2018,2,19,23,0,24.52,81.25
2018,2,20,0,0,24.02,82.88
2018,2,20,1,0,23.58,83.94
2018,2,20,2,0,23.19,84.62
2018,2,20,3,0,22.87,85.25
2018,2,20,4,0,22.62,85.69
2018,2,20,5,0,22.52,85.5
2018,2,20,6,0.02,23.34,80.44
2018,2,20,7,0.6,26.08,65.12
2018,2,20,8,2.45,29.63,48.75
2018,2,20,9,4.98,32.7,39
2018,2,20,10,7.98,34.69,33.81
2018,2,20,11,9.98,36.17,29.94
2018,2,20,12,10.62,37.18,27
2018,2,20,13,9.15,37.67,25.25
2018,2,20,14,6.33,37.48,24.81
2018,2,20,15,3.3,36.55,25.94
2018,2,20,16,0.98,34.68,29.88
2018,2,20,17,0.05,31.55,38.75
2018,2,20,18,0,28.41,51.75
2018,2,20,19,0,26.36,65.88
2018,2,20,20,0,25.33,76
2018,2,20,21,0,24.85,81.56
2018,2,20,22,0,24.55,84.12
2018,2,20,23,0,24.26,86
2018,2,21,0,0,23.91,87.62
2018,2,21,1,0,23.51,89.19
2018,2,21,2,0,23.05,90.88
2018,2,21,3,0,22.62,92.38
2018,2,21,4,0,22.22,93.44
2018,2,21,5,0,21.87,94.38
2018,2,21,6,0.02,22.86,88.19
2018,2,21,7,0.65,26.02,66.12
2018,2,21,8,2.85,29.77,47.75
2018,2,21,9,6.25,32.74,39.12
2018,2,21,10,9.35,34.83,34.5
2018,2,21,11,11.08,36.34,31.5
2018,2,21,12,11.2,37.31,29.88
2018,2,21,13,9.92,37.58,29.69
2018,2,21,14,6.52,36.94,31.38
2018,2,21,15,3.35,35.21,36
2018,2,21,16,0.98,32.98,43.19
2018,2,21,17,0.05,30.31,52.88
2018,2,21,18,0,28.18,62.75
2018,2,21,19,0,27.03,69.56
2018,2,21,20,0,26.41,74.25
2018,2,21,21,0,25.96,78
2018,2,21,22,0,25.58,80.94
2018,2,21,23,0,25.19,83.31
2018,2,22,0,0,24.74,86
2018,2,22,1,0,24.33,88
2018,2,22,2,0,23.94,89.31
2018,2,22,3,0,23.57,89.88
2018,2,22,4,0,23.25,89.94
2018,2,22,5,0,23.01,89.81
2018,2,22,6,0.02,24.16,83.06
2018,2,22,7,0.65,27.86,61
2018,2,22,8,2.8,31.33,45.88
2018,2,22,9,6.17,33.87,38.06
2018,2,22,10,9.73,35.75,33.94
2018,2,22,11,11.42,36.9,32.12
2018,2,22,12,11.02,37.73,31
2018,2,22,13,8.25,37.34,31.81
2018,2,22,14,6.3,36.9,32.81
2018,2,22,15,3.23,35.87,35.31
2018,2,22,16,0.98,34.42,39
2018,2,22,17,0.05,32.4,45.19
2018,2,22,18,0,30.35,53.19
2018,2,22,19,0,28.55,62.19
2018,2,22,20,0,27.08,71.81
2018,2,22,21,0,26.19,78.06
2018,2,22,22,0,25.65,81.75
2018,2,22,23,0,25.23,84.25
2018,2,23,0,0,24.9,85.75
2018,2,23,1,0,24.65,86.56
2018,2,23,2,0,24.4,86.94
2018,2,23,3,0,24.15,87.25
2018,2,23,4,0,23.9,87.62
2018,2,23,5,0,23.59,88
2018,2,23,6,0.02,24.24,82.94
2018,2,23,7,0.62,27.46,64.75
2018,2,23,8,2.8,30.81,49.62
2018,2,23,9,6.17,33.55,38.38
2018,2,23,10,9.2,35.73,30.62
2018,2,23,11,10.38,37.37,26.44
2018,2,23,12,10.62,38.36,24.5
2018,2,23,13,9.35,38.69,24
2018,2,23,14,6.7,38.43,24.56
2018,2,23,15,3.33,37.45,26.44
2018,2,23,16,0.98,35.76,30.31
2018,2,23,17,0.05,32.98,38.69
2018,2,23,18,0,30.44,49.12
2018,2,23,19,0,28.75,58.38
2018,2,23,20,0,27.53,65.5
2018,2,23,21,0,26.74,69.75
2018,2,23,22,0,26.17,71.81
2018,2,23,23,0,25.63,73
2018,2,24,0,0,25.01,74.25
2018,2,24,1,0,24.32,76
2018,2,24,2,0,23.75,77.38
2018,2,24,3,0,23.25,78.75
2018,2,24,4,0,22.84,80
2018,2,24,5,0,22.58,80.75
2018,2,24,6,0.02,23.64,75.62
2018,2,24,7,0.65,26.65,61.5
2018,2,24,8,2.85,29.7,48.88
2018,2,24,9,6.25,32.95,36.25
2018,2,24,10,9.8,35.55,27.94
2018,2,24,11,11.7,37.37,23.12
2018,2,24,12,11.98,38.58,20.38
2018,2,24,13,10.17,39.12,19.25
2018,2,24,14,7.02,38.95,19.31
2018,2,24,15,3.52,38.1,20.5
2018,2,24,16,1.02,36.44,23.44
2018,2,24,17,0.05,32.88,32.69
2018,2,24,18,0,29.7,45.69
2018,2,24,19,0,27.4,61.25
2018,2,24,20,0,26.18,72.25
2018,2,24,21,0,25.64,76.75
2018,2,24,22,0,25.26,78.94
2018,2,24,23,0,24.91,80.56
2018,2,25,0,0,24.51,82.06
2018,2,25,1,0,24.01,83.81
2018,2,25,2,0,23.65,84.69
2018,2,25,3,0,23.46,84.56
2018,2,25,4,0,23.3,84.25
2018,2,25,5,0,23.11,84.12
2018,2,25,6,0.02,23.94,78.94
2018,2,25,7,0.67,27.02,61.94
2018,2,25,8,2.88,30.27,48.38
2018,2,25,9,6.27,33.26,39.06
2018,2,25,10,9.33,35.45,33.94
2018,2,25,11,10.55,37.07,30.5
2018,2,25,12,10.73,38.12,28.25
2018,2,25,13,9.05,38.49,27.31
2018,2,25,14,6.67,38.3,27.31
2018,2,25,15,3.35,37.44,28.75
2018,2,25,16,1.02,35.67,32.25
2018,2,25,17,0.05,33.05,39.56
2018,2,25,18,0,30.47,49.62
2018,2,25,19,0,28.51,59.56
2018,2,25,20,0,27.29,66.38
2018,2,25,21,0,26.78,68.69
2018,2,25,22,0,26.56,69.19
2018,2,25,23,0,26.41,69.12
2018,2,26,0,0,26.19,69.44
2018,2,26,1,0,25.87,69.31
2018,2,26,2,0,25.28,69.81
2018,2,26,3,0,24.68,70.38
2018,2,26,4,0,24.14,70.81
2018,2,26,5,0,23.97,70
2018,2,26,6,0.02,24.82,66.56
2018,2,26,7,0.67,27.08,53.5
2018,2,26,8,2.77,29.9,42
2018,2,26,9,5.8,32.69,33.81
2018,2,26,10,7.5,35.15,28
2018,2,26,11,9.35,37.02,23.62
2018,2,26,12,10.4,38.33,20.94
2018,2,26,13,7.95,38.97,19.69
2018,2,26,14,6.7,38.98,19.44
2018,2,26,15,3.45,38.22,20.38
2018,2,26,16,1,36.55,23.5
2018,2,26,17,0.05,33.29,32.94
2018,2,26,18,0,30.28,44.81
2018,2,26,19,0,28.48,55.75
2018,2,26,20,0,27.45,63.19
2018,2,26,21,0,26.86,67.75
2018,2,26,22,0,26.4,70.5
2018,2,26,23,0,26.04,71.12
2018,2,27,0,0,25.69,71
2018,2,27,1,0,25.31,70.88
2018,2,27,2,0,24.92,70.69
2018,2,27,3,0,24.61,70.44
2018,2,27,4,0,24.51,69.62
2018,2,27,5,0,24.33,69.62
2018,2,27,6,0.02,25.22,65.94
2018,2,27,7,0.75,28.12,53.25
2018,2,27,8,3.05,31.4,42
2018,2,27,9,6.7,33.93,36.06
2018,2,27,10,10.4,35.77,32.5
2018,2,27,11,10.67,37,30.25
2018,2,27,12,10.5,37.18,29.81
2018,2,27,13,8.42,37.06,29.88
2018,2,27,14,6.5,36.62,30.75
2018,2,27,15,3.17,35.75,32.62
2018,2,27,16,0.9,34.35,36.12
2018,2,27,17,0.05,32.3,42.62
2018,2,27,18,0,30.3,51.19
2018,2,27,19,0,28.78,59.56
2018,2,27,20,0,27.68,66.31
2018,2,27,21,0,27.01,70.38
2018,2,27,22,0,26.62,72.25
2018,2,27,23,0,26.4,72.06
2018,2,28,0,0,26.22,71.38
2018,2,28,1,0,26.02,71
2018,2,28,2,0,25.81,71.19
2018,2,28,3,0,25.58,71.62
2018,2,28,4,0,25.37,72.19
2018,2,28,5,0,25.15,73
2018,2,28,6,0.02,25.99,69.38
2018,2,28,7,0.77,28.76,56.81
2018,2,28,8,3.02,31.88,45.5
2018,2,28,9,6.52,34.2,39.62
2018,2,28,10,9.88,35.8,36
